	0
714	안심케어-전화-가족에게긴급전화
715	엔터테인먼트-동화-플레이리스트확인
716	엔터테인먼트-스트리밍서비스-조건부검색재생
717	엔터테인먼트-음성게임-게임점수알기
718	교육-어학-영어학습기능
719	엔터테인먼트-노래방-조건부재생
720	엔터테인먼트-음성게임-숫자맞추기
721	엔터테인먼트-스트리밍서비스-즐겨찾기등록
722	엔터테인먼트-노래방-조건부검색
723	엔터테인먼트-노래방-즐겨찾기등록
724	교육-어학-단어찾기기능
725	엔터테인먼트-스트리밍서비스-무작위재생
726	반복일상-귀가-외출모드해제
727	IoT-상태조정-세기낮추기
728	커뮤니케이션-전화-가족에게전화
729	엔터테인먼트-동화-내용확인
730	교육-가정통신문-어제가정통신문인쇄
731	엔터테인먼트-동화-일반재생
732	교육-놀이&운동서비스-스트레칭실행
733	엔터테인먼트-감성대화-질문하기
734	안심케어-긴급SOS-위험알림
735	엔터테인먼트-동화-즐겨찾기등록
736	교육-가정통신문-어제가정통신문확인
737	커뮤니케이션-메시지-메시지확인
738	IoT-상태정보-정보확인
739	반복일상-취침-취침모드실행
740	IoT-ON/OFF-전자기기ON
741	엔터테인먼트-스트리밍서비스-특정콘텐츠재생
742	엔터테인먼트-감성대화-반응하기
743	안심케어-메시지-가족에게자동연락/알림
744	엔터테인먼트-음성게임-영어단어맞추기
745	반복일상-외출-외출모드실행
746	엔터테인먼트-감성대화-부정적변화반응
747	엔터테인먼트-노래방-일반재생
748	엔터테인먼트-음성게임-간단한퀴즈맞추기
749	교육-가정통신문-어제가정통신문삭제
750	IoT-상태정보-기기위치찾기
751	엔터테인먼트-감성대화-기분대답하기
752	엔터테인먼트-노래방-특정콘텐츠재생
753	커뮤니케이션-전화-전화걸기
754	커뮤니케이션-메시지-메시지취소
755	엔터테인먼트-노래방-일반검색
756	엔터테인먼트-동화-특정콘텐츠재생
757	IoT-ON/OFF-전자기기OFF
758	IoT-ON/OFF-조명OFF
759	커뮤니케이션-전화-전화끊기
760	엔터테인먼트-노래방-노래평가
761	교육-놀이&운동서비스-주사위게임실행
762	엔터테인먼트-스트리밍서비스-특정콘텐츠반복
763	커뮤니케이션-소셜미디어-알림장확인/읽기
764	IoT-상태조정-온오프확인
765	엔터테인먼트-감성대화-칭찬하기
766	교육-놀이&운동서비스-스트레칭설명
767	IoT-Modechange-모드전환
768	안심케어-메시지-가족에게자동메시지
769	교육-키즈콘텐츠-동요재생
770	엔터테인먼트-노래방-노래녹음
771	엔터테인먼트-감성대화-기분확인하기
772	안심케어-메시지-긴급메시지전송
773	IoT-상태조정-세기올리기
774	엔터테인먼트-스트리밍서비스-이전재생반복
775	엔터테인먼트-감성대화-해결책제시하기
776	엔터테인먼트-동화-조건부검색
777	엔터테인먼트-동화-조건부재생
778	교육-놀이&운동서비스-주사위게임종료
779	교육-놀이&운동서비스-주사위게임안내
780	안심케어-메시지-가족에게자동전화
781	엔터테인먼트-감성대화-축하하기
782	안심케어-메시지-긴급메시지취소
783	엔터테인먼트-음성게임-한글단어맞추기
